,renda mensal per capita,freezer,V2103,V2105,V2107,V2109,deixou de ter alimentos saudaveis,nao comeu suficiente,diminiui quantidade de alimento,deixou de fazer refeicao,sentiu fome,menos de uma refeicao/dia
54569,3.0,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não
54570,3.0,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
54574,1.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
54575,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
54578,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
54582,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
54583,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
54584,3.0,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
54586,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
54588,1.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
54589,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
54591,2.0,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não
54594,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
54614,3.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
54619,99.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
54630,3.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
54634,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
54646,99.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim
54648,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
54649,3.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
54650,5.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
54652,4.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
54655,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
54657,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
54662,3.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
54682,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não
54703,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
54709,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
54713,1.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
54721,0.0,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não
54723,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
54728,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
54736,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
54738,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
54740,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
54742,1.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
54746,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
54753,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
54757,2.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
54761,2.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
54769,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
54790,3.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
54798,0.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
54800,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
54869,3.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
54875,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
54876,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
54878,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
54882,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
54883,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
54886,4.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
54900,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
54904,0.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
54908,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
54910,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
54911,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
54912,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
54914,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
54921,1.0,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
54932,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não
54933,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
54937,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
54938,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
54939,3.0,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não
54942,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
54944,5.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
54945,3.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
54947,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
54949,3.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
54972,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
54975,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
54982,1.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
54984,2.0,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
54991,2.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
54998,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
54999,2.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
55009,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
55013,1.0,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
55015,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
55026,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
55027,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
55028,3.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
55030,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
55033,3.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
55035,99.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
55036,3.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
55038,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55039,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
55040,3.0,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não
55045,1.0,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
55047,1.0,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim
55050,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55054,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55072,4.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não
55098,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
55102,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55104,1.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55105,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
55141,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
55142,3.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
55143,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
55145,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
55150,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55151,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
55153,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
55172,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55176,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
55177,3.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
55214,2.0,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não
55222,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55223,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55271,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
55294,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
55296,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
55297,1.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
55298,1.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55307,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
55309,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
55313,5.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
55339,3.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
55343,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55346,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55355,2.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
55358,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
55364,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
55365,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
55366,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
55370,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
55372,1.0,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
55373,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
55387,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
55390,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
55391,1.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
55393,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
55394,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
55395,3.0,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
55408,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
55411,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
55412,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55419,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
55424,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
55429,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55430,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
55433,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
55434,1.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
55437,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55439,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55440,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55441,0.0,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
55446,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55448,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
55450,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
55451,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55454,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
55471,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55475,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55481,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55497,2.0,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não
55498,2.0,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
55499,3.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
55502,2.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
55503,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
55510,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
55512,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55519,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
55520,3.0,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não
55532,3.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
55537,4.0,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
55542,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
55543,2.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
55546,3.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
55548,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
55550,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55551,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
55552,3.0,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
55554,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55563,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
55569,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
55570,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55571,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
55572,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55574,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55576,3.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
55577,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55580,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
55586,1.0,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não
55590,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55591,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55592,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
55598,3.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
55600,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55601,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55606,2.0,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
55608,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
55613,3.0,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
55625,99.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
55628,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não
55630,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
55632,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55635,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55643,99.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
55644,99.0,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não
55647,3.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
55648,2.0,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
55649,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
55650,3.0,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
55651,1.0,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55654,1.0,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não
55658,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55664,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55665,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
55669,2.0,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não
55676,4.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
55679,1.0,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não
55682,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não
55689,3.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
55691,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55693,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55697,3.0,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55698,3.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55699,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
55711,1.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
55712,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55718,1.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
55720,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
55724,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55729,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55732,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55737,4.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
55741,3.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
55745,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não
55746,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
55751,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
55767,2.0,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
55770,1.0,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
55773,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55776,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55780,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
55791,1.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55802,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55804,2.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
55810,1.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
55811,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55814,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não
55818,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não
55819,1.0,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55820,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
55821,1.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55825,3.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
55828,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55830,1.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
55831,3.0,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
55833,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
55835,3.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
55842,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
55851,1.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
55863,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55871,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55879,0.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
55888,3.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
55891,1.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55896,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
55899,4.0,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim
55911,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
55912,2.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
55933,3.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
55936,2.0,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
55937,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
55939,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55943,2.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
55944,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
55950,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
55952,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
55955,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
55965,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
55966,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
55980,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
55985,4.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
55987,3.0,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não
55998,3.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
56001,2.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
56002,3.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
56014,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
56018,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
56019,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
56020,0.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
56023,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
56055,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
56071,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
56073,3.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
56074,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
56075,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
56086,2.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
56099,1.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
56122,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
56129,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
56130,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
56131,2.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
56132,2.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
56136,0.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
56151,3.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
56154,2.0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
56157,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
56158,1.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
56170,2.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
56177,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
56186,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
56188,3.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
56206,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
56208,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
56210,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
56216,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
56217,2.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
56218,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
