,renda mensal per capita,seguranca alimentar,freezer,V2103,V2105,V2107,V2109,deixou de ter alimentos saudaveis,nao comeu suficiente,diminiui quantidade de alimento,deixou de fazer refeicao,sentiu fome,menos de uma refeicao/dia,recebeu ajuda em alimentos
107571,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
107581,3.0,3.0,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim
107592,3.0,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
107595,2.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
107602,1.0,2.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
107618,99.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
107624,1.0,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
107626,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
107627,3.0,2.0,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
107631,99.0,2.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
107641,3.0,2.0,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
107646,3.0,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
107647,1.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
107649,3.0,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
107650,3.0,2.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
107652,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
107654,1.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
107660,4.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
107664,1.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
107669,3.0,2.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
107673,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
107675,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
107677,2.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
107684,4.0,3.0,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
107688,1.0,4.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
107689,1.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
107696,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
107698,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
107705,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
107721,6.0,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
107724,3.0,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
107728,3.0,2.0,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
107733,3.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim
107735,2.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não
107742,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
107743,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
107744,3.0,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
107745,99.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
107747,99.0,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim
107758,3.0,2.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
107759,3.0,3.0,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim
107768,99.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
107779,99.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
107780,99.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
107782,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
107851,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
107854,3.0,3.0,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
107855,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não
107859,4.0,2.0,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
107862,2.0,3.0,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim
107870,3.0,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
107872,99.0,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
107889,3.0,2.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
107957,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
107959,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
107964,99.0,2.0,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
107969,2.0,3.0,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
108025,5.0,2.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
108086,3.0,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
108095,5.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108120,5.0,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
108139,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
108151,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
108155,99.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
108166,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim
108173,4.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
108208,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108216,4.0,2.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
108218,3.0,2.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
108224,2.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108279,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108300,4.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
108317,4.0,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
108369,4.0,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
108382,6.0,2.0,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
108383,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108390,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108393,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108429,3.0,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
108446,6.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108455,99.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
108457,99.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108467,2.0,2.0,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
108478,3.0,2.0,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
108483,2.0,2.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
108487,1.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
108489,0.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
108523,3.0,2.0,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
108525,6.0,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108530,2.0,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
108535,5.0,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108544,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108549,3.0,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
108566,5.0,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
108599,4.0,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108602,3.0,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim
108604,99.0,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108606,2.0,2.0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim
108608,3.0,2.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
108609,1.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
108614,5.0,2.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
108623,3.0,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108634,4.0,2.0,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
108635,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108637,1.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108641,2.0,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
108642,2.0,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
108645,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108647,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
108648,3.0,2.0,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
108662,6.0,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108665,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108670,0.0,2.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
108673,6.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
108676,4.0,3.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
108684,4.0,2.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
108694,3.0,3.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
108697,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não
108735,2.0,2.0,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
108749,4.0,2.0,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
108751,3.0,2.0,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
108755,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108765,7.0,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108792,3.0,2.0,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim
108798,3.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
108835,4.0,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
108836,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
108838,3.0,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
108844,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108864,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108869,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108872,2.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108885,7.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108891,7.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
108992,4.0,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
109013,4.0,2.0,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
109016,3.0,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
109021,4.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
109070,2.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
109073,3.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
109075,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
109077,3.0,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
109079,4.0,2.0,,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
109081,4.0,2.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
109082,2.0,3.0,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não
109084,0.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
109100,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
109103,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
109108,4.0,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
109109,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
109114,2.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
109117,3.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
109136,0.0,2.0,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não
109138,4.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
109139,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
109140,2.0,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
109141,99.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
109144,2.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
109145,0.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
109146,3.0,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
109147,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
109149,3.0,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
109153,3.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
109160,99.0,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
109163,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
109220,2.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
109225,2.0,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
109226,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
109234,4.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
109240,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
109243,2.0,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
109244,3.0,2.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
109248,2.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
109254,1.0,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
109259,2.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
109268,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
109271,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
109273,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
109275,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
109277,3.0,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
109278,4.0,2.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
109281,3.0,2.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
109287,0.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
109293,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
109312,4.0,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
109313,3.0,2.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
109323,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
109349,7.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
109373,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
109382,6.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
109385,2.0,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
109389,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
109392,4.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
109462,3.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim
109463,3.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
109464,3.0,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não
109469,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
109484,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
109512,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
109513,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
109514,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
109516,4.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
109519,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
109528,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
109530,3.0,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
109532,3.0,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
109600,4.0,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
109603,2.0,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
109607,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
109611,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
109615,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
109626,99.0,2.0,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
109632,99.0,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
109640,4.0,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
109645,0.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
109649,99.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
109650,3.0,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim
109651,99.0,2.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
109653,2.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
109660,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
109661,99.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
109665,2.0,2.0,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
109666,2.0,2.0,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
109678,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
109706,3.0,2.0,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
109721,2.0,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
109727,4.0,2.0,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
109728,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
109735,3.0,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
109738,3.0,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
109751,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
109757,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
109763,5.0,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
109770,99.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
109772,4.0,2.0,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
109773,99.0,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
109778,4.0,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
109782,1.0,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
109787,4.0,2.0,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
109788,99.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
109795,5.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
109801,4.0,2.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
109802,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
109820,3.0,2.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
109823,3.0,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
109825,4.0,2.0,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
109827,4.0,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
109831,4.0,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
109835,3.0,3.0,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não
109836,2.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
109839,3.0,2.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim
109844,3.0,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
109845,4.0,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
109850,3.0,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
109862,3.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não
109958,3.0,2.0,,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
109962,3.0,2.0,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
109965,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
109974,3.0,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim
109983,4.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
109988,99.0,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim
109989,99.0,2.0,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não
109994,1.0,2.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
109998,99.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
110000,99.0,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
110059,4.0,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
110081,4.0,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
110082,3.0,2.0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
110117,6.0,2.0,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
110130,3.0,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
110147,3.0,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
110148,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
110150,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
